ÃÄ«~¥N½X,¾A¥Î±Ú¸s(¦¨¤H/¨àµ£),ÀËÅç¤è¦¡,¤U­­,¤W­­,¤U­­³æ¦ì,¤W­­³æ¦ì,«ØÄ³,³Æµù,·s¼W®É¶¡,­×§ï®É¶¡
OFOR,¦¨¤H,eGFR,25.00,45.00,mL/min/1.73m2,mL/min/1.73m2,¨C¤Ñ¤fªA1¦¸10²@§J¡C¤£«ØÄ³¨Ï¥ÎForxiga§@¬°eGFR§C©ó45 mL/min/1.73 m2ªº²Ä¤G«¬¿}§¿¯f¯f¤Hªº¦å¿}±±¨î¡AForxiga°ò©ó¨ä§@¥Î¾÷¨î¡A¦b¦¹±¡ªp¤U¥i¯àµL®Ä¡C,¥é³æ,201804112343,202111301201
OFOR,¦¨¤H,eGFR,45.00,99.00,mL/min/1.73m2,mL/min/1.73m2,¬°§ïµ½¦å¿}±±¨î¡AForxigaªº«ØÄ³°_©l¾¯¶q¬O5²@§J¨C¤Ñ¤fªA1¦¸¡C¦b­@¨üForxiga 5²@§J¨C¤Ñ1¦¸ªº¯f¤H¡A»Ý­n¹ï©óÃB¥~¦å¿}±±¨î®É¡A¾¯¶q¥i¼W¦Ü10²@§J¨C¤Ñ¤fªA1¦¸¡C¹ï©ó©Ò¦³¨ä¥L¾AÀ³¯gªº«ØÄ³°_©l¾¯¶q¬O¨C¤Ñ¤fªA1¦¸10²@§J¡C,¥é³æ,202111301159,202109141054
OFOSP,¦¨¤H,Clcr,0,35.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804120003,201804120008
OFUCO,¦¨¤H,eGFR,0,9.99,mL/min/1.73m2,mL/min/1.73m2,Administer every 8 hours.,,201804021212,
OFUCO,¦¨¤H,eGFR,10.00,50.00,mL/min/1.73m2,mL/min/1.73m2,Administer every 6 hours.,,201804021212,
OFUCO,¨àµ£,eGFR,0,9.99,mL/min/1.73m2,mL/min/1.73m2,Administer every 8 hours.,,201804021213,
OFUN,¦¨¤H,Clcr,50.00,0,mL/min,mL/min,Ã­©w¥BºC©ÊµÇ¥\¯à²§±`ªº¯f¤H¡AÀ³¨Ï¥Î«ØÄ³¾¯¶qªº¤@¥b¡C¨ÃÀ³¦b¥ÎÃÄ«e«á°lÂÜÀË¬d¨ä¨x¥\¯à¡C,[¥é³æ],202110201120,202110201129
OFYC,¦¨¤H,Clcr,0,0,mL/min,mL/min,¤¤«×µÇ¥\¯à¤£¥þ¯f±w«ØÄ³:Close monitoring and slower dose titration may be necessary based on patient's response and tolerability,­««×µÇ¥\¯à¤£¥þ¯f±w¤£«ØÄ³¨Ï¥Î,201804160428,201804160428
OGALM,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,¤£«ØÄ³¨Ï¥Î,,201804112345,201804112345
OGLIV,¦¨¤H,Clcr,0,19.99,mL/min,mL/min,Use caution; a dose of 100 mg daily has been tolerated in a limited number of patients with severe impairment,,201804301513,201804301513
OGLIV,¦¨¤H,Clcr,20.00,39.99,mL/min,mL/min,Decrease recommended starting dose by 50%; dose may be increased as tolerated; maximum recommended dose: 400 mg.,,201804301513,
OGLIV,¦¨¤H,Clcr,40.00,59.99,mL/min,mL/min,Maximum recommended dose: 600 mg.,,201804301512,201804301513
OGLUB1,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,¤£«ØÄ³¨Ï¥Î,,201804112338,201804112338
OGLUC,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,Use is contraindicated,Micromedex 20201006,202010021202,202010061216
OGLUC,¦¨¤H,eGFR,30.00,45.00,mL/min/1.73m2,mL/min/1.73m2,Use not recommended,Micromedex 20201006,202010061217,202010061216
OGLUC,¦¨¤H,eGFR,30.01,45.00,mL/min/1.73m2,mL/min/1.73m2,À³´î¶q¨Ï¥Î,¥é³æ,202010061236,202010061216
OGLUC,¦¨¤H,eGFR,45.00,45.00,mL/min/1.73m2,mL/min/1.73m2,eGFR falls below 45 mL/min/1.73 m(2) after initiation: Assess benefits and risks of continuing treatment,Micromedex 20201006,202010061217,202010061219
OGLUF,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ°IºÜ±wªÌªAÃÄ«á­n°È¤§¥b°I´Á©µªø¡A¥i¯à¾É­P§C¦å¿}ªº°Æ§@¥Î¡A¶·ÂÔ·V¨Ï¥Î¡C,,201804112331,201804112331
OGLUM,¦¨¤H,Scr,1.40,0,mg/dL,mg/dL,¤£«ØÄ³¨Ï¥Î,¤k©Ê,201804112348,201804112348
OGLUM,¦¨¤H,Scr,1.50,0,mg/dL,mg/dL,¤£«ØÄ³¨Ï¥Î,¨k©Ê,201804112347,201804112347
OGOU,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¤£¥þªÌ»ÝÀ³·r°u´î§C¾¯¶q¡AÄY­«µÇ¥\¯à¤£¥þªÌ¤£«ØÄ³¨Ï¥Î,,201804142313,
OGXB,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,§C©ó30 mL/min/1.73 m2¤£À³¨Ï¥Î,[¥é³æ],202007051226,202109011108
OGXB,¦¨¤H,eGFR,0,29.99,mL/min/1.73m2,mL/min/1.73m2,Renal impairment¡A eGFR less than 30 mL/min/1.73 m(2)¡A including ESRD: Use not recommended,[Micromedex 20210901],202007061544,202109011110
OHAR4,¦¨¤H,Clcr,0,0,mL/min,mL/min,¹ïµÇ¥\¯à§C¤UªÌ©y¥Ñ0.1mg ¶}©l§ë»P¡A¸g¹L¥R¤ÀªºÆ[¹î¤~¼W¶q¦Ü0.2 mg¡C¥Ñ©ó¥»ÃÄªº³æ¦ì§t¶q¸û°ª¡A¦]¦¹¤£«ØÄ³¨Ï¥Î©ó¤W­z¯f±w,,201804212318,201804212318
OHARV,¦¨¤H,eGFR,0,29.99,mL/min/1.73m2,mL/min/1.73m2,µLªk´£¨Ñ¥ô¦ó¾¯¶q«ØÄ³,,,
OHYD,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,Reduce initial dose by 50% (administer after dialysis on dialysis days); titrate to response/avoidance of toxicity,,201804301511,
OHYD,¦¨¤H,Clcr,0,60.00,mL/min,mL/min,Reduce initial dose by 50%; titrate to response/avoidance of toxicity,,201804301510,
OHYXQ,¦¨¤H,Clcr,50.00,0,mL/min,mL/min,There are no dosage adjustments provided in the manufacturer¡¦s labeling; use with caution.,,202004071046,
OIMU,¦¨¤H,Clcr,0,0,mL/min,mL/min,Hemodialysis (partially dialyzable; ~45% removed in 8 hours): Administer 50% of normal dose; supplement: 0.25 mg/kg.,,201804231640,
OIMU,¦¨¤H,Clcr,0,9.99,mL/min,mL/min,Administer 50% of normal dose.,,201804231640,
OIMU,¦¨¤H,Clcr,10.00,50.00,mL/min,mL/min,Administer 75% of normal dose.,,201804231639,
OINDO2,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,Avoid use.,KDIGO 2012 guidelines provide the following recommendations for NSAIDs,201910031032,
OINDO2,¦¨¤H,eGFR,30.00,60.00,mL/min/1.73m2,mL/min/1.73m2,Temporarily discontinue in patients with intercurrent disease that increases risk of acute kidney injury.,KDIGO 2012 guidelines provide the following recommendations for NSAIDs,201910031032,
OINV,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804142355,201804142355
OINV,¦¨¤H,Clcr,10.00,50.00,mL/min,mL/min,°_©l¾¯¶q:1.5 mg once daily,³Ì°ª¾¯¶q:3 mg once daily,201804142355,
OINV,¦¨¤H,Clcr,50.00,80.00,mL/min,mL/min,°_©l¾¯¶q:3 mg once daily,³Ì°ª¾¯¶q:6 mg once daily,201804142354,
OISO2,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¤£¥þ¯f¤HÀ³ÂÔ·V¨Ï¥Î(¬ù70%ªº§ë»PÃÄª«¥NÁÂ²£ª«¥Ñ§¿²G±Æ°£),,201804121520,201804121520
OJAN,¦¨¤H,eGFR,0,29.99,mL/min/1.73m2,mL/min/1.73m2,¨C¤é¤@¦¸25mg,¥é³æ«ØÄ³,201805301116,
OJAN,¦¨¤H,eGFR,30.00,44.99,mL/min/1.73m2,mL/min/1.73m2,¨C¤é¤@¦¸50mg,¥é³æ«ØÄ³,201805301115,201805301125
OJAR,¦¨¤H,eGFR,0,45.00,mL/min/1.73m2,mL/min/1.73m2,¤£«ØÄ³¨Ï¥Î,,201804112344,201804112344
OJAR2,¦¨¤H,eGFR,0,29.99,mL/min/1.73m2,mL/min/1.73m2,Renal impairment (severe)¡A ESRD¡A or receiving dialysis: Use contraindicated.,Micromedex 20200710,201806251352,202007101024
OJAR2,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,µÇµ·²y¹LÂo²v¦ô­p­È§C©ó30mL/min/1.73m2©Î¬~µÇªº¯f¤H¤£«ØÄ³¨Ï¥Î.,¥é³æ,202007101025,202212011530
OJAR2,¦¨¤H,eGFR,30.00,45.00,mL/min/1.73m2,mL/min/1.73m2,Do not initiate therapy; discontinue use if eGFR drops and remains below 45 mL/min/1.73m(2),Micromedex 20200710,201806251351,202007101023
OJAR2,¦¨¤H,eGFR,30.00,99.00,mL/min/1.73m2,mL/min/1.73m2,µÇµ·²y¹LÂo²v¦ô­p­È¤j©óµ¥©ó30mL/min/1.73m2ªº¯f¤HµL»Ý½Õ¾ã¾¯¶q.,¥é³æ,202007101026,202007101025
OKCB,¦¨¤H,eGFR,0,50.00,mL/min/1.73m2,mL/min/1.73m2,Moderate-severe impairment: Avoid use.,,201803191053,201803191053
OKCIT,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¤£¥þªÌ¥i¯à·|¤Þ°_°ª¦å¹[©ÎÆP¤¤¬r¯gª¬¡AÀ³©w´Á´ú©w¦å¤¤¹q¸Ñ½è§t¶q¡A¥HÁ×§K°Æ§@¥Îµo¥Í,,201804212343,201804212343
OKEP,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,250 to 500 mg orally every 12 hours,,201804160414,201804160416
OKEP,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,250 to 750 mg orally every 12 hours,,201804160414,
OKEP,¦¨¤H,Clcr,50.00,80.00,mL/min,mL/min,500 to 1000 mg orally every 12 hours,,201804160413,
OKET,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,Advanced impairment or patients at risk for renal failure due to volume depletion: Use is contraindicated.,,201912091114,201912091115
OKIS,¦¨¤H,eGFR,15.00,29.99,mL/min/1.73m2,mL/min/1.73m2,eGFR 15 to <30 mL/minute/1.73 m2: Reduce initial dose to 200 mg once daily.,,201912230934,
OKIS0,¦¨¤H,eGFR,15.00,29.99,mL/min/1.73m2,mL/min/1.73m2,eGFR 15 to <30 mL/minute/1.73 m2: Reduce initial dose to 200 mg once daily.,,202107281639,
OKLA5,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,dose should be reduced 50%,,,
OKLA5X,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,¦Ù»ÄÓþ¹ø²M²v§C©ó 30 mL/min¤§ÄY­«µÇ¥\¯à¤£¥þ¯f¤H¡A¾¯¶q»Ý´î¥b¡A¤@¯ë«ØÄ³¾¯¶q¬° 250 mg¨C¤Ñ¤@¦¸¡A¦]KlaricidXL¤£¥i­é¥b¡A¬G¤£¥i¥Î©óÄY­«µÇ¥\¯à¤£¥þ¯f¤H¡A¶·§ï¥ÎKlaricidªº³t©ñ¾¯«¬¡C ¦b¸ûÄY­«ªº·P¬V«ØÄ³¾¯¶q¬°250mg¨C¤Ñ¨â¦¸¡A³o¨Ç¯f¤H¤£±o³sÄò¨Ï¥Î¶W¹L14¤Ñ¡C,¥é³æ,202211301030,202211301030
OKLA5X,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,severe renal impairment: CrCl less than 30 mL/min¡A dose should be reduced 50%,Micromedex 2022/11/30,202211301021,202211301023
OKLAR,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,In combination with atazanavir or ritonavir:Decrease clarithromycin dose by 75%.,,201807111149,201807111150
OKLAR,¦¨¤H,Clcr,0,9.99,mL/min,mL/min,Hemodialysis: Administer after HD session is completed.,,201807111147,201807111147
OKLAR,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,Decrease clarithromycin dose by 50%.,,201807111142,
OKLAR,¦¨¤H,Clcr,30.00,60.00,mL/min,mL/min,In combination with atazanavir or ritonavir: Decrease clarithromycin dose by 50%.,,201807111148,201807111147
OLACS,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,Avoid use. (KDIGO 2012 guideline),,201912091130,
OLACS,¦¨¤H,Clcr,30.00,60.00,mL/min,mL/min,Temporarily discontinue in patients with intercurrent disease that increases risk of acute kidney injury. (KDIGO 2012 guideline),,201912091130,
OLAMC,¦¨¤H,Clcr,0,0,mL/min,mL/min,ÄY­«µÇ¥\¯à¤£¥þ¯f±w­°§Cºû«ù¾¯¶q¤´¬O¦³®Äªº,,201804160440,201804160440
OLAMS,¦¨¤H,Clcr,0,49.99,mL/min,mL/min,µÇ¥\¯à·l®`±wªÌªº¬ã¨s©|¥¼¥R¥÷¡A¦]¦¹¤£«ØÄ³¨Ï¥Î©ó³oÃþ±wªÌ,,,
OLAT,¦¨¤H,Clcr,0,49.90,mL/min,mL/min,CrCl <50 mL/minute: Initial: 20 mg daily; maximum: 80 mg/day,,201803291528,
OLEE,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,Severe impairment: CrCl <30 mL/minute: Use with caution.,,201809161629,
OLEEV,¦¨¤H,Clcr,0,19.99,mL/min,mL/min,Use caution; a dose of 100 mg daily has been tolerated in a limited number of patients with severe impairment,,201907181504,201804301513
OLEEV,¦¨¤H,Clcr,20.00,39.99,mL/min,mL/min,Decrease recommended starting dose by 50%; dose may be increased as tolerated; maximum recommended dose: 400 mg.,,201907181504,
OLEEV,¦¨¤H,Clcr,40.00,59.99,mL/min,mL/min,Maximum recommended dose: 600 mg.,,201907181504,201804301513
OLEUK,¦¨¤H,Clcr,0,0,mL/min,mL/min,¦³µÇ¥\¯à·l¶Ë¸ñ¶Hªº¯f±w¶·¤p¤ß¦aºÊ´ú¡A¦]©ö©ó¿©±w»P´á¦å¯g¦³Ãö¤§ªþ¥[©Ê°©Åè§í¨î,,201804261552,
OLEX3,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¤£¥þ±wªÌ«ØÄ³±q³Ì§C¾¯¶q¶}©l¨Ï¥Î,,201804150021,201804150021
OLEXA,¦¨¤H,Clcr,0,0,mL/min,mL/min,ÄY­«µÇ¥\¯à¤£¥þ±wªÌÀ³ÂÔ·V¨Ï¥Î,,201804150033,201804150033
OLINI,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,¾¯¶q½Õ°ª¦Ü¨C¤Ñ20mgªÌÀ³¤p¤ßÂÔ·V¡A¨Ï¥Î®ÉÀ³¥[ª`·N,,201804130719,201804130719
OLIPS,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,­««×µÇ¥\¯à¤£¥þ¯f±w¡A¤£«ØÄ³¨Ï¥Î,,201804130730,201804130730
OLIPS,¦¨¤H,Clcr,15.00,0,mL/min,mL/min,»´«×©M¤¤«×µÇ¥\¯à¤£¥þ¯f±w¡A«ØÄ³¨C¤é¤@¦¸¨C¦¸¨Ï¥Î0.5ÁûLipanthyl 160mg,,201804130727,201804130730
OLIVA,¦¨¤H,Clcr,15.00,29.00,mL/min,mL/min,°_©l¾¯¶q:1 mg orally once daily (¥]§t³zªR¯f¤H),³Ì°ª¾¯¶q:2 mg/day,201804130734,201804130734
OLIVA,¦¨¤H,Clcr,30.00,59.00,mL/min,mL/min,°_©l¾¯¶q:1 mg orally once daily,³Ì°ª¾¯¶q:2 mg/day,201804130733,
OLIX,¦¨¤H,Clcr,0,14.90,mL/min,mL/min,Use is not recommended,,201804191153,
OLIX,¦¨¤H,Clcr,15.00,50.00,mL/min,mL/min,30 mg once daily.,,201804191153,
OLON,¨àµ£,Clcr,60.00,0,mL/min,mL/min,No dosage adjustment of etodolac is necessary in patients with mild-to-moderate renal failure. However¡A etodolac should be used with caution because it may cause cumulative effects on renal function especially in patients with pre-existing mild-to-moderate renal dysfunction,Micromedex 2020/11/27,202011271213,202011271213
OLONS,¦¨¤H,Clcr,30.00,0,mL/min,mL/min,There are no dosage adjustments provided in the manufacturer's labeling,,201908051522,
OLOX,¦¨¤H,eGFR,0,50.00,mL/min/1.73m2,mL/min/1.73m2,There are no dosage adjustment provided in manufacturer's labeling.,,201804191056,
OLYR,¦¨¤H,Clcr,0,14.99,mL/min,mL/min,Adults: 25 to 75 mg once daily,Micromedex 20200803,202008031440,202008031441
OLYR,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,­ì¨Ï¥Î600mg BID or TID: 75mg QD. ­ì¨Ï¥Î450mg BID or TID: 50-75mg QD. ­ì¨Ï¥Î300mg BID or TID: 25-50mg QD. ­ì¨Ï¥Î150mg BID or TID: 25mg QD.,¥é³æ,202008031433,202008031432
OLYR,¦¨¤H,Clcr,14.99,30.00,mL/min,mL/min,Adults: 25 to 150 mg/day given once daily or in 2 divided doses,Micromedex 20200803,202008031439,202008031440
OLYR,¦¨¤H,Clcr,15.00,30.00,mL/min,mL/min,­ì¨Ï¥Î600mg BID or TID: 150mg QD or BID. ­ì¨Ï¥Î450mg BID or TID: 100-150mg QD or BID. ­ì¨Ï¥Î300mg BID or TID: 75mg QD or BID. ­ì¨Ï¥Î150mg BID or TID: 25-50mg QD or BID.,¥é³æ,201804160453,202008031432
OLYR,¦¨¤H,Clcr,29.99,60.00,mL/min,mL/min,Adults: 75 to 300 mg/day in 2 to 3 divided doses,Micromedex 20200803,202008031438,202008031438
OLYR,¦¨¤H,Clcr,30.00,60.00,mL/min,mL/min,­ì¨Ï¥Î600mg BID or TID: 300mg BID or TID. ­ì¨Ï¥Î450mg BID or TID: 225mg BID or TID. ­ì¨Ï¥Î300mg BID or TID: 150mg BID or TID. ­ì¨Ï¥Î150mg BID or TID: 75mg BID or TID.,¥é³æ,201804160452,202008031431
OLYR,¦¨¤H,Clcr,60.00,99.99,mL/min,mL/min,Adults: No adjustment required,Micromedex 20200803,202008031437,202008031437
OMEDA,¦¨¤H,eGFR,0,50.00,mL/min/1.73m2,mL/min/1.73m2,There are no dosage adjustment provided in manufacturer's labeling.,,201804191053,
OMELE,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,À³¨Ì¯f±w­Ó§Oª¬ªp½Õ¾ã¾¯¶q,,201804120050,201804120050
OMEPR,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¤£¥þ±wªÌÀ³ÂÔ·V¨Ï¥Î,,201804231424,201804231424
OMETH,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,Increase dosage interval to 12 to 24 hours,,201804130700,201804130700
OMETH,¦¨¤H,Clcr,10.00,50.00,mL/min,mL/min,Increase dosage interval to 8 to 12 hours,,201804130700,201804130659
OMETH,¦¨¤H,Clcr,50.00,0,mL/min,mL/min,Increase dosage interval to 8 hours,,201804130659,201804130659
OMEV4,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,°_©l¾¯¶q:10 mg orally once daily,,201804130736,201804130736
OMEZA,¦¨¤H,eGFR,30.00,0,mL/min/1.73m2,mL/min/1.73m2,¸T§Ò¨Ï¥Î,¥¼¦³¯S§O°w¹ï¨x©ÎµÇ¥\¯à¤£¥þ©Ò°µªº¸ÕÅç,201904021508,201904021509
OMIDO,¦¨¤H,Clcr,0,0,mL/min,mL/min,ÄY­«µÇ¥\¯à¤£¥þ±wªÌ»Ýª`·N§ë»P¾¯¶q¡AÂÔ·V¨Ï¥Î¡A«ØÄ³°_©l¾¯¶q 2.5 mg,,201804130647,201804130701
OMIN6,¦¨¤H,Clcr,0,50.00,mL/min,mL/min,¤¤«×¨ìÄY­«ªºµÇ¥\¯à¤£¥þ¯f±w¤£«ØÄ³¨Ï¥Î,,201804242350,201804242350
OMIRA,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804160531,201804160531
OMIRA,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,¶}©l®É¥²¶·¨C¹j¤@¤ÑªA¥Î¤@¦¸MIRAPEX PR¡C¶·ÂÔ·V¥ÎÃÄ¡A¨Ã¥J²Óµû¦ôªvÀø¤ÏÀ³¤Î­@¨ü©Ê¡A¤~¥i©ó¤@¶g«á½Õ°ª¨C¤é¾¯¶q¡A¨Ã¶i¤@¨B¥H¨C¦¸0.375 mgªº¼W´T±N¾¯¶q½Õ¦Ü³Ì°ª¤@¤Ñ2.25 mg¡C,¾¯¶q½Õ¾ãÀW²v¤£¥i¦h©ó¤@¶g¤@¦¸¡C,201804160530,
OMIRT,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,¤fªA³æ¾¯15²@§Jmirtazapine«á¡A¬Û¸û©ó¥¿±`¨ü¸ÕªÌ¡AµÇÅ¦­««×¨ü·l(¦Ù»ÄÓþ²M°£²v <10 ml/min)¡Amirtazapineªº²M°£²v¬ù­°§C50%¡CMirtazapineªº¥­§¡¦å¤¤¿@«×¼W¥[115%¡C³oÃþ±wªÌµ¹¤©mirtazapine ®É¶·¯d·N¡C,¥é³æ,201806261029,201806261030
OMIRT,¦¨¤H,Clcr,10.00,40.00,mL/min,mL/min,¤fªA³æ¾¯15²@§Jmirtazapine«á¡A¬Û¸û©ó¥¿±`¨ü¸ÕªÌ¡AµÇÅ¦¤¤«×¨ü·l(¦Ù»ÄÓþ²M°£²v >10 ml/min¡A<40 ml/min)¡Amirtazapineªº²M°£²v¬ù­°§C30%¡CMirtazapineªº¥­§¡¦å¤¤¿@«×¼W¥[55%¡C³oÃþ±wªÌµ¹¤©mirtazapine ®É¶·¯d·N¡C,¥é³æ,201806261026,201806261030
OMOBI,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804141621,201804141621
OMON,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,(§t¦å²G³zªR±wªÌ)¤£«ØÄ³¨Ï¥Î,,,
OMOR1,¦¨¤H,eGFR,0,10.00,mL/min/1.73m2,mL/min/1.73m2,Reduce dose by 50% or consider alternative opioid analgesics,,201804141510,201804141510
OMOR1,¦¨¤H,eGFR,10.00,50.00,mL/min/1.73m2,mL/min/1.73m2,Reduce dose by 25%,,201804141509,
OMORC,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,CrCl below 15 mL/min: Use not recommended.,Micromedex 20210514,202105140917,202105140924
OMORC,¦¨¤H,Clcr,15.00,30.00,mL/min,mL/min,CrCl 15 to 30 mL/min: Use standard dosing regimen¡A but decrease the amount of each dose by 50%,Micromedex 20210514,202105140916,202105140924
OMORC,¦¨¤H,Clcr,30.00,999.00,mL/min,mL/min,CrCl greater than 30 mL/min: No adjustment necessary; use standard dosing regimen.,Micromedex 20210514,202105140916,202105140924
OMTX,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¨ü·l±wªÌÀ³ÂÔ·V¨Ï¥Î¡A¨Ã¥BÀ³´î§C¾¯¶q,ÄY­«µÇ¥\¯à¨ü·l±wªÌ¤£«ØÄ³¨Ï¥Î,201804261554,201804261556
ONAT,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804120107,
ONEO,¦¨¤H,Clcr,0,9.00,mL/min,mL/min,increase interval to every 18-24 hours,,,
ONEO,¦¨¤H,Clcr,10.00,49.00,mL/min,mL/min,increase interval to every 12-18 hours,,,
ONEO,¦¨¤H,Clcr,50.00,120.00,mL/min,mL/min,increase interval to every 6 hours,,,
ONEOT,¦¨¤H,Clcr,0,0,mL/min,mL/min,ÄY­«µÇ¥\¯à¤£¥þ±wªÌ¤£«ØÄ³¨Ï¥Î,,201804191608,201804191608
ONES,¦¨¤H,Clcr,0,14.99,mL/min,mL/min,ESRD (CrCl <15 mL/minute or requiring hemodialysis): 6.25 mg once daily; administered without regard to timing of hemodialysis. Use of alogliptin has not been studied in patients undergoing peritoneal dialysis.,,201809101542,201809131656
ONES,¦¨¤H,Clcr,15.00,29.99,mL/min,mL/min,6.25 mg once daily,,201809101541,
ONES,¦¨¤H,Clcr,30.00,59.99,mL/min,mL/min,12.5 mg once daily.,,201809101541,
ONEU,¦¨¤H,Clcr,15.00,29.00,mL/min,mL/min,200 to 700 mg/day given once daily,,201804160456,201804160458
ONEU,¦¨¤H,Clcr,30.00,59.00,mL/min,mL/min,400 to 1400 mg/day given in 2 divided doses,,201804160456,201804160458
ONEU,¦¨¤H,Clcr,60.00,0,mL/min,mL/min,900 to 3600 mg/day given in 3 divided doses,,201804160455,201804160457
ONUX,¦¨¤H,Clcr,0,20.00,mL/min,mL/min,¸T¥Î,,201804160605,201804160606
ONUX,¦¨¤H,Clcr,20.00,30.00,mL/min,mL/min,¥¿±`¾¯¶qªº1/6¡A¨C¤é¤@¦¸ªA¥Î,,201804160606,201804160606
ONUX,¦¨¤H,Clcr,30.00,49.00,mL/min,mL/min,¥¿±`¾¯¶qªº1/3¡A¨C¤é¤À¨â¦¸ªA¥Î,,201804160605,
ONUX,¦¨¤H,Clcr,50.00,79.00,mL/min,mL/min,¥¿±`¾¯¶qªº2/3¡A¨C¤é¤À¨â¨ì¤T¦¸ªA¥Î,,201804160604,
OOKP,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à¤£¥þ¯f±wÀ³¦Ò¼{µ¹¤©¸û§Cªº°_©l¾¯¶q(5²@§J),,201804142359,201804142359
OPAN,¦¨¤H,eGFR,0,10.00,mL/min/1.73m2,mL/min/1.73m2,increase dosing interval to every 8 hours,,201804142325,201804142325
OPAN,¦¨¤H,eGFR,10.00,50.00,mL/min,mL/min,increase dosing interval to every 6 hours,,201804142324,201804142324
OPAN,¦¨¤H,eGFR,50.00,0,mL/min,mL/min,increase dosing interval to every 4 hours,,201804142323,201804142324
OPAN,¨àµ£,eGFR,0,50.00,mL/min/1.73m2,mL/min/1.73m2,give usual weight or age-based dose,,201804142326,201804142326
OPAX,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,¤£«ØÄ³­««×µÇ¥\¯à¤£¥þ¡]°ò©ó CKD-EPI ¤½¦¡¡AeGFR < 30 mL/min¡^¯f¤H¨Ï¥Î¥»«~¡C,¥é³æ,202205031047,202301041107
OPAX,¦¨¤H,eGFR,30.00,60.00,mL/min/1.73m2,mL/min/1.73m2,¤¤«×µÇ¥\¯à¤£¥þ(eGFR:30-60 mL/min)¯f¤H¡A¾¯¶q­°§C¦Ü150mg Nirmatrelvir + 100mg ritonavir¡A¨C¤é¨â¦¸¡A«ùÄò5¤Ñ¡C³B¤èÀ³¸Ô²Ó»¡©úPaxlovid¤º¨CºØ¬¡©Ê¦¨¤Àªº¾¯¶q¡CÂå®v/ÃÄ®vÀ³´NµÇ¥\¯à¤£¥þ¯f¤Hªºµ¹ÃÄ»¡©ú´£¨Ñ«ØÄ³¡C,¥é³æ,202205031046,202205031051
OPAXS,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,¤£«ØÄ³­««×µÇ¥\¯à¤£¥þ¡]°ò©ó CKD-EPI ¤½¦¡¡AeGFR < 30 mL/min¡^¯f¤H¨Ï¥Î¥»«~¡C,¥é³æ,202301041106,202301041107
