"id","drug_code","engname","chiname","ingredients","type","shape","color","category","purpose","sideEffect","comment","photo","no_use","extra_buy","licenseNo3","licenseNo6","ATC_code","update_time","HazardousDrug",
"67","OCEPO","Ceporin 25mg","血樂平錠","Captopril","錠劑 Tablet","正方形 Square","白 White","CV-Cardiovascular System","主治高血壓、心臟衰竭hypertension, congestive heart failure","持續乾咳, 頭暈, 皮膚癢或紅疹 , 發燒, 腹瀉, 食慾差, 噁心, 疲倦
Cough (dry, persistent), dizziness, skin rash with or without itching, fever.","警  語:若使用本藥發生久咳不癒應請教醫師Precaution: Inform your doctor if you experience cough (dry, persistent).
食物交互作用: 服藥期間應避免過量攝取鉀鹽(如:代鹽)
Food interaction:Avoid over take potassium salt.","OCEPO.jpg","N","N","fda01","032275","C09AA01","2013-04-21 15:07:55","",
"68","OCER","Cero 250mg","賜福膠囊","Cefaclor","硬膠囊 Hard Cap.","膠囊形 Capsule","紫.白 Purple.White","AI-Anti-infective Agents","治療細菌感染。甲族乙型溶血性鏈球菌、葡萄球菌、肺炎雙球菌、大腸桿菌、奇異變形桿菌、克雷氏肺炎桿菌、嗜血桿菌、淋球菌等病原菌所引起之感染。
Antibiotic for infection.","腹瀉, 噁心, 胃部不適
Diarrhea, headache, stomach cramps.","警 語:請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生
Precaution: Follow the doctor's advice, check with doctor if you notice any side effects.
","OCER.jpg","N","N","fda01","036082","J01DC04","2013-04-21 15:05:46","",
"71","OCIPR","Ciproxin tab 250mg","速博新膜衣錠","Ciprofloxacin","錠劑 Tablet","圓扁形 Round","白 White","AI-Anti-infective Agents","治療細菌感染。對ciprofloxacin有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。成人和小孩：吸入性炭疽病（接觸後）。小孩：大腸桿菌所引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象（5-17歲）。 
Antibiotic for infection","噁心, 腹瀉, 嘔吐, 消化不良
Nausea, diarrhea, vomiting, dyspepsia.","請於飯前一小時或飯後兩小時服用，勿與一般胃藥同服。
食物交互作用: 服藥期間避免飲食含咖啡因的飲料或食物。
若出現肌腱,關節或肌肉疼痛,刺痛感,麻痺感,精神或行為改變,失眠.意識混亂,幻覺,記憶問題等,應立即告知醫療人員
Take this medication 1 hour before or 2 hours after food.
Food interaction: Avoid food or beverages containing caffeine.
If there is muscle spasm, joint or muscle pain, tingling, paralysis, mental or behavioral changes, insomnia, confusion, hallucinations, memory problems, etc., should immediately inform the medical staff","OCIPR.jpg","Y","N","fda02","017692","J01MA02","2024-07-07 20:13:20","",
"1093","EDIF","Difflam forte 3mg/mL, 15mL","得伏寧","Benzydamine","口腔噴劑 Oral Spra","罐(瓶)裝 Bot","無 Colorless","CN-Neuromuscular System","適應症:紓解口腔及咽喉疼痛, 口腔及牙周手術後疼痛Indication:Relief of painful conditions of the mouth &amp;throat, post orosurgical &amp; periodontal procedures.","口腔乾燥, 口渴, 刺痛, 口腔發熱, 味覺改變
Oral numbness; dryness or thirst, tingling, warm feeling in mouth, altered sense","請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生.Follow doctor&#039;s advice. Check with doctor if you notice any side effects","Difflam spray 15mL.jpg","N","N","fda02","025194","A01AD02","2024-07-07 20:40:13","",
"76","OCLOM","Clomiphene 50mg","喜妊錠","Clomiphene","錠劑 Tablet","圓扁形 Round","淡黃 Light Yellow","HR-Hormones","促進排卵
ovulation stimulants.","臉潮紅
Hot flashes","警  語: 偶有視覺模糊等症狀，應避免開車或操作危險機械；勿飲酒。
Precaution: May cause blurred vision. Avoid driving, operating machinery and alcohol.","OCLOM_20240612162113_1.jpg","Y","N","fda01","027338","G03GB02","2024-09-23 08:16:32","二級危害性",
"77","OMEZ","MezaPin 100mg","可洛拉平錠","Clozapine","錠劑 Tablet","圓扁形 Round","淡黃 Light Yellow","CN-Neuromuscular System","適應症:思覺失調症
Treat psychotic symptoms　","心動不整，低血壓，嗜睡，鎮靜，眩暈，失眠，體重增加
Tachycardia, hypotension, drowsiness, sedation, dizziness, insomnia, weight gain","警 語：服藥後，請勿開車或操作危險機械；勿飲酒
Precaution:Be careful driving or operating machines, avoid alcohol.","OMEZ_201706280904180000007.jpg","N","N","fda01","042886","N05AH02","2024-07-07 20:21:10","",
"78","OCLO2","Clopran 25mg","可必安膜衣錠","Clomipramine","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","憂鬱症、強迫症Depressive, obsessive-compulsive symptoms","","警 語：服藥後，可能發生短暫性暈眩；勿飲酒
Precaution: May cause transient dizziness, avoid taking with alcohol","Clopran.JPG","Y","Y","","","","2013-05-16 13:13:29","",
"80","OCOLC","Colchicine 0.5mg","可樂喜定錠","Colchicine","錠劑 Tablet","圓扁形 Round","淡藍 Light Blue","CN-Neuromuscular System","急性痛風
Treatment of acute gout.","無食慾, 掉髮, 噁心, 嘔吐, 腹部不適, 腹瀉, 過敏反應
Anorexia; hair loss; abdominal discomfort; nausea; vomiting; diarrhea;allerge","若有腹瀉情況請停藥 
Precaution: Discontinue this medication  and inform your doctor if diarrhea occur.
食物交互作用: 服藥期間避免食用葡萄柚汁與紅麴產品
Food interaction:Avoid grapefruit juice and red yeast rice.","OCOLC.jpg","N","N","fda01","030396","M04AC01","2024-06-17 11:47:21","二級危害性",
"82","OCONC","Concerta 18mg","專思達 18","Methylphenidate","長效錠 ER Tablet","圓柱形 Cylinder","淡黃 Light Yellow","CN-Neuromuscular System","適應症:治療注意力不足過動症
Attention deficit hyperactivity disorder.","頭痛, 體重減輕, 食慾不振。心跳過快, 血壓增加。
Headache, weight loss, anorexia. Heartbeat or blood pressure increase.","警  語:(三級管制藥)1.應整粒吞服，切勿咬嚼或壓碎 2.服藥後，請勿開車或操作危險機械 3.未經醫師指示勿停藥
Precaution:(Schedule 3 Controlled Drug)1.Swallow the tablet whole. Do not crush, break or chew it. 2.No driving or operating machines 3.do not suddenly stop taking without asking your doctor.","Concerta_OCONC.jpg","Y","N","fda02","023731","N06BA04","2024-07-07 20:55:56","",
"83","OCON","CONCOR 5mg","康肯5毫克","Bisoprolol","錠劑 Tablet","心形 Heart","淡黃 Light Yellow","CV-Cardiovascular System","主治心律不整、高血壓、冠心症;可緩解心絞痛
Treatment of angina pectoris, hypertension","呼吸困難, 手腳冰冷, 心情鬱卒, 呼吸短促, 心跳變慢
Breathing difficulty and/or wheezing, cold hands and feet, mental depression.","警  語:請遵醫師指示按時用藥，勿自行改變劑量、用法或任意停藥
Precaution: Follow the doctor&#039;s advice, do not change your dose or schedule.","OCON_20240612171523_1.jpg","N","N","fda02","017125","C07AB07","2024-07-07 20:13:37","",
"84","OCONQ","Conquer 100mg","疳克錠","Mebendazole","錠劑 Tablet","圓扁形 Round","橙 Orange","AI-Anti-infective Agents","驅除鞭蟲、蛔蟲、蟯蟲及鉤蟲
Anthelmintic agent.","瞬間腹痛, 腹瀉, 頭痛, 耳鳴, 麻木, 發熱, 暈眩
Transient abdominal pain, diarrhea, headache, tinnitus, numbness, fever.","請遵指示服完整個療程，若發生用藥不良反應請告知醫生。
Precaution: Follow the doctor&#039;s advice, check with doctor if you notice any side effects.","OCONQ.jpg","Y","N","fda01","011644","P02CA01","2022-11-22 14:16:53","",
"406","OCAT2","Cataflam 25mg","克他服寧","Diclofenac","錠劑 Tablet","圓凸形 Round","紅橙 Red Orange","CN-Neuromuscular System","解熱、鎮痛、消炎
Relief of pain, inflammation &amp; fever.","皮膚紅疹
Skin rash","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師
Precaution: Report to doctor, if any severe hypersensitivity or skin rash occur.","OCAT2_20240414141935_1.jpg","N","N","fda02","020157","M01AB05","2024-04-14 14:20:26","",
"88","OCYT","Cytotec 200mcg","喜克潰錠","Misoprostol","錠劑 Tablet","六邊形 Hexagon","白 White","GI-Gastrointestinal and Hepatobiliary System","治療胃及十二指腸潰瘍, 促進子宮收縮
gastric ulcer, termination of pregnancy","腹瀉, 腹痛, 脹氣, 經血過多, 陰道出血
Diarrhea, abdominal pain, flatulence,  menorrhagia, vag bleeding","除醫師指示外，孕婦禁止使用本藥品 
Precaution: Follow the doctor&#039;s advice, avoid in pregnancy.","OCYT.jpg","N","N","fda02","020674","A02BB01","2021-07-25 13:29:53","二級危害性",
"92","ODEA","Deanxit 0.5/10mg","得安緒膜衣錠","Flupentixol + Melitracen","錠劑 Tablet","圓凸形 Round","紅 Red","CN-Neuromuscular System","焦慮症、憂鬱症Treat mental depressive and anxious symptoms","吞嚥困難, 肌肉痙攣, 手發抖, 便秘, 口乾, 排尿困難
Difficult swallowing; muscle spasms; shaking of hands ; constipation; dry mouth.","警 語：服藥後，可能發生短暫性暈眩；勿飲酒
Precaution: May cause transient dizziness, avoid taking with alcohol","ODEA_20170221153107_1.jpg","Y","N","fda02","011315","N06CA,N06AA14,N05AF01","2024-07-07 20:56:06","",
"93","ODEC","Decaris 50mg","得可利錠","Levamisole","錠劑 Tablet","圓扁形 Round","白 White","AI-Anti-infective Agents","蛔蟲及鉤蟲症或用於增強免疫力
Anthelmintic and immunomodulating agent.","頭痛,眩暈, 心悸, 腸胃機能障礙
Headache, vertigo, palpitation &amp; GI disturbances.","服用此藥時，除非您的主治醫師指示，否則不可打預防針、疫苗。
Precaution:Do not receive vaccines contain live strains of a virus during treatment.","Decaris-ODEC.jpg","Y","N","fda02","005827","P02CE01","2024-07-07 20:56:08","",
"94","ODEL","Delamin 2mg","力克敏","Dexchlorpheniramine","錠劑 Tablet","三角形 Triangle","粉紅 Pink","IM-Allergy and Immune System","緩解過敏性症狀;鼻塞Treatment of allergic reaction.","昏昏欲睡, 口乾, 胃痛或噁心, 頭痛, 體重增加
Sleepy; dryness of mouth; stomach pain, or nausea; headache; weight gain","警  語:部分人使用後可能引起疲倦、睏睡的現象Precaution: May cause fatigue, sleepiness","Delamin.JPG","N","N","fda01","026559","R06AB02","2024-07-07 20:56:10","",
"95","ODEP2","Depakine 200mg","帝拔癲腸溶錠 200 毫克","Valproate Sodium","錠劑 Tablet","圓凸形 Round","白 White","CN-Neuromuscular System","適應症:癲癇, 躁病, 預防躁鬱症及情緒穩定
Indication:Control seizure attacks, mood stabilizers.","月經週期改變, 腹瀉, 掉髮, 消化不良, 手發抖, 體重異常改變
Menstrual change; diarrhea; hair loss; indigestion; hands shaking; unusual weight change.","警 語：整粒或半粒吞服，勿嚼碎；服藥後，請小心開車或操作危險機械。
有計畫生育之男女，請與醫師諮詢討論藥物效益與胎兒的暴露風險。
Precaution:Swallow whole, do not chew. Be careful driving or operating machines.
For partners planning to have children, please consult with the doctor to discuss the medication&#039;s benefits and the risk of fetal exposure.","ODEP2_20230524170525_1.jpg","N","N","fda02","014899","N03AG01","2024-12-04 09:18:10","二級危害性",
"96","ODEP5","DEPAKINE 500mg","帝拔癲持續性藥效膜衣錠 500 毫克","Valproate Sodium","錠劑 Tablet","橢圓形 Elliptic","白 White","CN-Neuromuscular System","適應症:癲癇, 躁病, 預防躁鬱症及情緒穩定
Indication:Control seizure attack, mania, mood stabilizers","月經週期改變, 腹瀉, 掉髮, 消化不良, 手發抖, 體重異常改變
Menstrual change; diarrhea; hair loss; indigestion; hands shaking; unusual weight change","整粒或半粒吞服，勿嚼碎；服藥後，請小心開車或操作危險機械。
有計畫生育之男女，請與醫師諮詢討論藥物效益與胎兒的暴露風險。
Swallow whole, do not chew. Be careful driving or operating machines.
For partners planning to have children, please consult with the doctor to discuss the medication&#039;s benefits and the risk of fetal exposure.","ODEP5_202408231153270000006.jpg","N","N","fda02","022008","N03AG01","2024-12-04 10:03:33","二級危害性",
"97","ODET4","DETRUSITOL SR 4mg prolonged-release","得舒妥持續膠囊","Tolterodine","硬膠囊 Hard Cap.","膠囊形 Capsule","藍 Blue","UR-Genitourinary System","治療伴有急尿、頻尿或急迫性尿失禁症狀的膀胱過動症。 
overactive bladder with urge incontinence","口乾, 消化不良,減少淚液分泌
Dry mouth,  dyspepsia, reduce secretion of tears","警  語:不可與葡萄柚汁或紅黴素併服Precaution: Avoid grapefruit juice or erythromycin.","ODET4_202404241037130000005.jpg","N","N","fda02","023568","G04BD07","2024-07-07 20:46:10","",
"99","ODEX","Dexicone 40mg","氣通","Simethicone","錠劑 Tablet","圓扁形 Round","白 White","GI-Gastrointestinal and Hepatobiliary System","主治胃腸脹氣
Antiflatulent for functional bowel disorders.","大劑量會引起腸胃不適
GI complaints at high doses.","請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生。
Precaution: Follow the doctor&#039;s advice, check with doctor if you notice any side effects.","Dexiaone.JPG","Y","N","fda12","000181","A03AX13","2017-01-04 11:33:48","",
"100","ODIA3","Diamicron MR 30mg","岱蜜克龍","Gliclazide","錠劑 Tablet","橢圓形 Elliptic","白 White","ME-Metabolic and Endocrine System","第二型糖尿病
Treatment of type 2 diabetes","","請依照醫師指示服用,服藥期間請按時進餐,並注意血糖變化。
Precaution: Follow doctor's ordered, pay attention to blood glucose level.","Diamicron.JPG","Y","N","","","","","",
"407","OCRA5","Cravit F.C. 500mg","可樂必妥膜衣錠500毫克","Levofloxacin","錠劑 Tablet","橢圓形 Elliptic","粉紅 Pink","AI-Anti-infective Agents","細菌性感染。
Antibiotic for infection.","腹部不適、昏昏欲睡、睡眠障礙。
Abdominal discomfort, drowsiness, trouble in sleeping.","","OCRA5_20240612162728_1.jpg","N","N","fda01","047516","J01MA12","2025-04-03 16:45:07","",
"408","OANL","Anlorin 5&#039;s/pk","安腸佳膠囊","Lactobacillus + Bifidobacterium","硬膠囊 Hard Cap.","膠囊形 Capsule","紅.黃 Red.Yellow","GI-Gastrointestinal and Hepatobiliary System","高單位活性乳酸菌
Treatment of enterocolitis, digestive disorders","便秘或腹瀉","警語:貯放時需置於冰箱冷藏(攝氏 2-8 度)
Precaution: Store in a refrigerator (2-8°C).","Anlorin-OANL.JPG.jpg","Y","N","fda01","045224","A07FA01","2024-08-11 15:56:35","",
"102","ODIAN","Diane 35 (21 tablets/box)","黛麗安","Cyproterone Acetate + Ethinylestradiol","錠劑 Tablet","盒 Box","淡黃 Light Yellow","CT-Contraceptive Agents","主要用於避孕及降低雄性素，用於痤瘡、皮脂溢出、多毛症、避孕。
Androgen-related diseases in women, contraceptive","噁心, 腹痛, 體重增加, 頭痛, 抑鬱, 乳房脹痛
Nausea, abdominal pain; weight increased; headache; depressed mood, breast tende","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師
Precaution: Report to doctor, if any severe hypersensitivity or skin rash occur.","diane35.jpg","N","N","fda02","022877","G03HB01","2024-07-07 20:56:11","一級危害性",
"103","ODIC1","Diclofenac 100mg S.R. F.C.","達洛泛持續錠","Diclofenac","錠劑 Tablet","圓扁形 Round","粉紅 Pink","CN-Neuromuscular System","解熱鎮痛抗發炎
Relief of pain, inflammation &amp; fever.","皮膚紅疹
Skin rash","若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師 
Precaution: Report to doctor, if any severe hypersensitivity or skin rash occur.","DICLOFENAC-ODIC1.jpg","N","N","fda01","043837","M01AB05","2024-07-07 20:46:12","",
"104","ODIF","Diflucan 150mg","泰復肯膠囊","Fluconazole","硬膠囊 Hard Cap.","膠囊形 Capsule","藍 Blue","AI-Anti-infective Agents","治療黴菌感染 (念珠菌局部或全身感染、囊球菌感染、預防後天免疫缺乏症候群病人的黴菌感染)
Antifungal agent.","噁心, 腹痛. 腹瀉
Nausea, abdominal pain, diarrhea.","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師
Precaution: Report to doctor, if any severe hypersensitivity or skin rash occur.","ODIF_20180426155206_1.jpg","N","N","fda02","021676","J02AC01","2023-08-07 09:54:30","二級危害性",
