ÃÄ«~¥N½X,¦³®Ä¤é´Á(°_),¦³®Ä¤é´Á(¨´),ÃÄ«~ª¬ºA,°Ó«~¤¤¤å¦WºÙ,°Ó«~­^¤å¦WºÙ,°Ó«~¾Ç¦W,³~®|,ÀW²v,ÃÄ²z¤ÀÃþ1,ÃÄ²z¤ÀÃþ2,¾¯«¬,¦¸³æ¦ì¾¯¶q,³q¥Î°Ó«~¦W,²Õ®Mµù°O,DCµù°O,DC´À¥NÃÄ,Á{±Äµù°O,¥i°hÃÄ,ÃÄ¥]¾÷,°·«O­­¨î,ÃÄÅÒ¦C¦Lµù°O,ÃÄ«~¶i¦ìµù°O,¾AÀ³¯g(¤¤)1,¾AÀ³¯g(¤¤)2,¾AÀ³¯g(­^)1,¾AÀ³¯g(­^)2,¥~Æ[(¤¤),¥~Æ[(­^),°Æ§@¥Î(¤¤),°Æ§@¥Î(­^),ºÞ¨î§Ü¥Í¯ÀÃþ§O,ªù¦í¶E¨Ï¥Îµù°O,¤¤¤å°Ó«~¦W,¼ÐÅÒ°Ó«~¦W,¬Ì­]ºØÃþ,¥»°|­­¨î,¶^­Ë°ª­·ÀIÃÄª«,»ó­GºÞ¥i¥Î,­¹ª«¥æ¤¬§@¥Î,Äµ»y(¤¤)1,Äµ»y(¤¤)2,Äµ»y(­^)1,Äµ»y(­^)2,³Æ¥ÎÄæ,³Æµù(­^),ÃÄ§½¤º³¡·¾³qMEMO,¯S®íÃÄ¨ÆªA°È¶O,³B¤èÅÒ¦C¦L¤ÀÃþ,Äµ»y,°ªÄµ°T,¾¯«¬´£¥Ü,³Ì¤jìH­È,³Ì¤pìH­È,»ÝªþªÅ°w,¥]¸Ë¶q,ÂIºw,¶E¶¡´£¥Ü,©T©w³~®|­­¨î,©T©wÀW²v­­¨î,ÃÄ«~¦¨¤Àµù°O,µoÃÄ½Ã±Ð,³s³B¦^§åµù°O,³s³B¶}¥ß­­¨î,¿i¯»µù°O,UD·|¹L±b,ÃÄ§½Àx¦ì,ªù¶E¨C¦¸¶q,¦í°|¨C¦¸¶q,ªù¶E¨C¦¸¶q³Ì¤j¶q,¦í°|¨C¦¸¶q³Ì¤j¶q,ªù¶E³Ì¤jµ¹ÃÄ¤Ñ¼Æ,¦í°|³Ì¤jµ¹ÃÄ¤Ñ¼Æ,ªù¶E¹w³]ªA¥Î¤Ñ¼Æ,¦í°|¹w³]ªA¥Î¤Ñ¼Æ,ªù¶E¨C¤é³Ì¤j¶q,¦í°|¨C¤é³Ì¤j¶q,ªù¦í¤p¨à¨C¤é·¥¶q/kg,ªù¦í¤p¨à¨C¦¸·¥¶q/kg,¨C¦¸¦í°|³Ì¤jÁ`¶q,¹Ï¤ù,¤p¨à°®¯»µ}ÄÀ²G,¤p¨à¾¯¶q´«ºâ1,¤p¨à¾¯¶q´«ºâ2,¤p¨à¾¯¶q´«ºâ3,¤p¨à¤é¾¯¶q«ØÄ³,ATC_CODE_1,ATC_CODE_2,ATC_CODE_3,ATC_CODE_4,ATC_CODE_5,DDD³æ¦ì¾¯¶q_­È,DDD³æ¦ì¾¯¶q_³æ¦ì,DDD_­È,DDD_³æ¦ì,­p»ù³æ¦ì,¨Æ«e¼f¬d,ªù¶Eµ¹¥I,¦í°|µ¹¥I,°·«O®Ö»ù¦¨¤À¦WºÙ,°·«OATC_CODE,°·«O¥N½X,¯S¶E°ê»ÚÂåÀø±M¥Î,HL7¾¯«¬¥N½X1,HL7¾¯«¬¥N½X2,¦M®`©ÊÃÄª«,ª`®g¾¯¦¸¤ÀÃþ,ª`®g¾¯¥]¸Ë¾¯¶q_­È,ª`®g¾¯¥]¸Ë¾¯¶q_³æ¦ì,¥]¸ËÅé¿n_­È,¥]¸ËÅé¿n_³æ¦ì,IVDµ}ÄÀ,¿éª`¼Ò¦¡,²§°Ê¤H­û,²§°Ê®É¶¡,°·«O»ù®æ,¦Û¶O»ù®æ
EBETA,20140905,99999999,¥i¥Î,Sinbeta derm cream 10gm,Sinbeta derm cream 10gm,Betamethasone + Gentamicin,EXT,,TDER,DE-05-00,¥~¥Î,¾A¶q,Betaderm,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv¥Ö½§·kÄo¡A ±µÄ²©Ê¥Ö½§ª¢µ¥¹L±Ó¯gª¬,,Indications:Contact dermatitis or skin itching,,¥~ Æ[:¥Õ©³ÂÅ¦r10gm³nºÞ,Appearance:10gm white tube,¿N¨`·P¡A ¥Ö½§°®¡A ¥Ö½§¨ë¿E¡A ¥Ö½§Äo¡A ¥Ö½§¬õ,Burning¡A dryness¡A irritation¡A itching¡A redness of skin¡A skin rash,,¬Ò¥i¥Î,§ö¨©¥L°·¨Å»I,Sinbeta derm cream 10gm,,,,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,0,0,§_,99.0,,§_,¬O,§_,½Æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,9.00,9.00,999,999,7,1,99.00,99.00,0,0,,¦³¹Ï¤ù,,0,,0,,D07CC01,D07AC01,D06AX07,,,0,,0,,TUB,,°·«Oµ¹¥I,°·«Oµ¹¥I,BETAMETHASONE (VALERATE)1MG/GM + GENTAMICIN 1MG/GM,D07CC01,A032419329,§_,LiquidLiquidEmulsion,TOPCRM,,,,,,,,,PH022,202312221646,13.50,18.00
EBIA5,20120118,99999999,°±¥Î,Povidone-iodine soln 500mL,Povidone-iodine soln 500mL,Povidone-iodine,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,Prvidone-iodine,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥~¥Î±þµß¡A ®ø¬r¾¯,,Indication:Antiseptics & disinfectants.,,¥~ Æ[:500mL¥~²~,Appearance:500 mL white bottle,§½³¡¨ë¿E,Local irritation,,¥u¥Î©óªù¶E¤Î¦í°|STAT,ª÷¸KÃÄ¤ô,Povidone-iodine soln 500mL,,,§_,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,0,0,§_,99.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,9.00,9.00,999,999,1,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,,°·«O¤£¥Ó³ø¤£­p»ù,°·«O¤£¥Ó³ø¤£­p»ù,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141637,0,86.00
EBIAQ,19960101,99999999,¥i¥Î,Povidone-Iodine solution 200mL,Povidone-Iodine solution 200mL,Povidone-iodine,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,Betadine,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥~¥Î±þµß¡A ®ø¬r¾¯,,Indication:Antiseptics & disinfectants.,,¥~ Æ[:¥Õ¦â200mL¥~²~,Appearance:200 mL white bottle,§½³¡¨ë¿E,Local irritation,,¬Ò¥i¥Î,ª÷¸KÃÄ¤ô,Povidone-Iodine solution,,,§_,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,99.0,,§_,¬O,§_,³æ¤è,§_,°±¥Î,°±¥Î,¤£¥i¿i,¬O,,1.00,1.00,9.00,9.00,999,999,1,1,99.00,99.00,0,0,,¦³¹Ï¤ù,,0,,0,,D08AG02,,,,,,,,,BOT,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH022,202312221646,0,72.00
EBIO,20140410,99999999,°±¥Î,Biofur acne lotion 5% 30mL,Biofur acne lotion 5% 30mL,Sulfur Precipitated,EXT,BID,TDER,DE-07-00,¥~¥Î,¾A¶q,Sulfur,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv´M±`©ÊÚµ½H,,Indication:Acne vulgaris.,,¥~ Æ[:¥Õ¦â30mL¥~²~,Appearance:30 mL white bottle,¥Ö½§¬õ¯l¡A ¥Ö½§Äo¡A ¥Ö½§ÅÜ¬õ¡A ¥Ö½§°®Àê,Skin rash¡A itching¡A redness¡A swelling dryness,,¬Ò¥i¥Î,»eªá­±¯p¬~²G,Biofur acne lotion,,,,,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,0,0,§_,99.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,9.00,9.00,999,999,7,7,99.00,99.00,0,0,,¦³¹Ï¤ù,,0,,0,,D10AB02,,,,,,,,,BOT,,°·«Oµ¹¥I,°·«Oµ¹¥I,SULFUR,D10AB02,A033153343,§_,LiquidLiquidEmulsion,TOPLTN,,,,,,,,,PH047,202303141637,16.50,21.00
EBIS,20130320,99999999,¥i¥Î,Bisacodyl suppository 10mg,Bisacodyl suppository 10mg,Bisacodyl,RECT,,ALIM,GI-03-00,¥~¥Î,SUP,Dulcolax,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:«K¯µ©ÎÀË¬d«e¥ÎÃÄ,,Indications:Constipation¡Abefore the examination use,,¥~ Æ[: ¥Õ¦â¶ì½¦¥]¸Ë,Appearance:White suppository,ª½¸z¥X¦å¡A °_¤ôªw¡A ¨`¼ö·P¡A Äo,Rectal bleeding¡A blistering¡A burning¡A itching,,¬Ò¥i¥Î,µL¯µ®ê¾¯,Bisacodyl suppository 10mg,,,§_,¬O,,¨zªù®ê¾¯½Ð¸m©ó25¢J¥H¤UÀx¦s¡A ¨Ã©ó­é¥~¥]¸Ë«á¨Ï¥Î,,Anal suppository. Store under 25¢XC in a dry place.,,,,,¤@¯ë,¤@¯ë,Äµ »y:¨zªù®ê¾¯½Ð¸m©ó25¢J¥H¤UÀx¦s¡A ¨Ã©ó­é¥~¥]¸Ë«á¨Ï¥Î,,®ê¾¯,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,3.00,3.00,999,999,1,1,4.00,4.00,0,0,,¦³¹Ï¤ù,,0,,0,,A06AB02,,,,,,,,,SUP,,°·«Oµ¹¥I,°·«Oµ¹¥I,BISACODYL,A06AB02,AC09250500,§_,SolidDrugForm,RECSUPP,,,,,,,,,PH047,202303141637,5.00,7.00
EBNO,20040301,99999999,°±¥Î,Bacitracin neomycin oint 30gm,Bacitracin neomycin oint 30gm,Bacitracin + Neomycin,EXT,,TDER,DE-02-00,¥~¥Î,¾A¶q,Spersin,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Ö½§¥~¶Ë¡B¼ìºÅ¡BÁw¥Ö¯fµ¥²Óµß·P¬V¯g,,,,,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,§Q½§³n»I,Bacitracin neomycin oint 30g,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,99.0,,§_,§_,§_,½Æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,999.00,999.00,999,999,7,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TUB,,°·«Oµ¹¥I,°·«Oµ¹¥I,BACITRACIN 500IU/GM + NEOMYCIN 3.5MG/GM,D06AX04,A022990343,§_,LiquidLiquidEmulsion,TOPOINT,,,,,,,,,PH047,202303141637,0,45.00
EBOR,19960101,99999999,°±¥Î,Boric acid 2% 20mL,Boric acid 2% 20mL,Boric Acid,AU,,TDER,DE-01-00,¥~¥Î,¾A¶q,Boric Acid,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°¦Õ¥Î±þµß®ø¬r¾¯,,Indication:Antiseptics for ear,,¥~ Æ[:20 mL ³z©ú²~¸Ë(ÂI¦Õ¥Î),,§½³¡¨ë¿E,Local irritation,,¥u¥Î©óªù¶E¤Î¦í°|STAT,µ}¸N®ø¬r²G(ÂI¦Õ¥Î),Boric acid 2% 20mL,,,§_,¬O,,½Ð¨Ì·Ó«ü¥Ü´Á­­¤º¨Ï¥Î¡A «ØÄ³ÃÄ«~¶}«Ê¤@­Ó¤ë«á¤£À³¦A¥Î,,Follow doctor's advice. Use within one month after opening package.,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¨Ì·Ó«ü¥Ü´Á­­¤º¨Ï¥Î¡A«ØÄ³ÃÄ«~¶}«Ê¤@­Ó¤ë«á¤£À³¦A¥Î,,,,,§_,99.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,6.00,6.00,999,999,7,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,S02AA03,,,,,,,,,BOT,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,AdministrableDrugForm,OTDROP,,,,,,,,,PH047,202303141638,0,50.00
EBOS,20011001,99999999,°±¥Î,Bosmin soln 500mL,Bosmin soln 500mL,Epinephrine,,,CAVS,CV-01-03,¥~¥Î,ML,Bosmin,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤£¦LÃÄÅÒ,Á`¶q¶i¦ì,¾AÀ³¯g:§½³¡¤î¦å¡B©µªø§½³¡³Â¾K¾¯¤§§@¥Îµ¥,,Indication:Treatment & prevention of local bleeding due to,surgical incision.,¥~ Æ[:¬õ¥Õ¬Û¶¡¥~¥]¸Ë,,ªÍ¤ô¸~¡A §C¦å¹[,Pulmonary edema¡A severe hypokalemia.,,¥u¥Î©óªù¶E¤Î¦í°|STAT,«O´µ¥Á,Bosmin soln 500mL,,,§_,¬O,,½Ð¨Ì·Ó«ü¥Ü´Á­­¤º¨Ï¥Î¡A «ØÄ³ÃÄ«~¶}«Ê¤@­Ó¤ë«á¤£À³¦A¥Î,,Follow doctor's advice. Use within one month after opening package.,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¨Ì·Ó«ü¥Ü´Á­­¤º¨Ï¥Î¡A«ØÄ³ÃÄ«~¶}«Ê¤@­Ó¤ë«á¤£À³¦A¥Î,,,,,§_,500.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,10.00,10.00,999,999,1,1,10.00,10.00,0,0,,µL¹Ï¤ù,,0,,0,,A01AD01,,,,,,,,,CC,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,EPINEPHRINE,A01AD01,B018180199,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141638,0,6.00
EBRIS,20040114,99999999,°±¥Î,Bricanyl solution 5mg/2mL,Bricanyl solution 5mg/2mL,Terbutaline,IH,,ERSP,RE-01-00,¥~¥Î,VAL,Bricanyl,«D²Õ®M,°±¥Î,EBUIS,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,¦¸­p¶q¶i¦ì,¾AÀ³¯g:¤ä®ðºÞÂX±i¾¯,,Indication:Bronchial asthma¡A bronchitis¡A emphysema.,,¥~ Æ[:³z©ú2mL¥~²~¡A¤W¦³BRICANYL¦r¼Ë,Appearance:2mL plastic ampoule,¤ß¸õ¥[§Ö¡A ÀYµh¡A µo§Ý¡A «y¹Â¡A ÀY·w¡A ¤f°®,Rapid heartbeat¡A headache¡A trembling¡A coughing dizzy¡A dryness of mouth,,¬Ò¥i¥Î,¼³«y³Ý§l¤J²G,Bricanyl solution 5mg/2mL,,,§_,¬O,,°t¦XÃú¤Æ¾¹©Î©I§l¾¹¨Ï¥Î¤§©I§lªvÀø¥ÎÃÄ,»ÝÁ×¥úÀx¦s©óÄá¤ó25«×¥H¤U«Ç·Å,For use in a nebulizer or respirator by inhalation only.,Protect from light.,,,,¤@¯ë,¤@¯ë,Äµ »y: °t¦XÃú¤Æ¾¹¨Ï¥Î¤§©I§lªvÀø¥ÎÃÄ¡A»ÝÁ×¥úÀx¦s©óÄá¤ó25«×¥H¤U«Ç·Å¡C,,,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,1.00,1.00,28,7,7,1,4.00,6.00,0,0,,¦³¹Ï¤ù,,0,,0,,R03AC03,,,,,,,,,VAL,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,GasLiquidMixture,INHLSOL,,,,,,,,,PH047,202303141638,0,13.00
EBRIT,19960101,99999999,°±¥Î,Bricanyl Turbuhaler 0.5mg/dose,Bricanyl Turbuhaler 0.5mg/dose,Terbutaline,IH,,ERSP,RE-01-00,¥~¥Î,PFF,Bricanyl,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv¤ä®ðºÞ®ð³Ý¡B¤ä®ðºÞµjÅËµ¥,,,,,,,,,,,Bricanyl Turbuhaler 0.5mg/do,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:¬°§l¤J¾¯,,,,,§_,200.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,2.00,1.00,2.00,2.00,60,30,30,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,TERBUTALINE,R03AC03,B022082155,§_,GasSolidSpray,ORINHL,,,,,,,,,PH047,202303141638,435.00,522.00
EBRU,20050317,99999999,°±¥Î,Brumixol cream 10gm,Brumixol cream 10gm,Ciclopiroxolamine,EXT,,TDER,DE-03-00,¥~¥Î,¾A¶q,,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:ªí¥ÖÅðµß·P¬V,,Indication:Treatment of fungus infections,,¥~ Æ[:10 §J²°¸Ë¥~¥ÎÃÄ»I,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,½§²n¨Å»I,Brumixol cream 10gm,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,99.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,99.00,99.00,99,99,7,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TUB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,CICLOPIROX ETHANOLAMINE SALT,D01AE14,B021515329,§_,LiquidLiquidEmulsion,TOPCRM,,,,,,,,,PH047,202303141638,94.00,118.00
EBSM,19960101,99999999,°±¥Î,Boric acid+NaHCO3+Menthol,Boric acid+NaHCO3+Menthol,Boric Acid + NaHCO3 + Menthol,EXT,,TDER,DE-01-00,¥~¥Î,PK,,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,°·«O¤£µ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:±þµß®ø¬r,,Indication:Antiseptics,,¥~ Æ[:¨âºØ¥Õ¦â¯»¥½¡A¤@ºØ³z©úµ²´¹ª¬ª«,Appearance:Two white powder¡A another is crystal,§½³¡¨ë¿E,Local irritation,,¬Ò¥i¥Î,½Æ¤è§¤¯D¾¯,Boric acid+NaHCO3+Menthol,,,§_,¬O,,¬°§¤¯D¾¯¡A½Ð¸Ô¾\¤ºªþ»¡©ú¨Ã¨Ì«ü¥Ü¨Ï¥Î,,For Sitz Baths. Avoid contact with the eyes or oral consumption.,,,,,¤@¯ë,¤@¯ë,Äµ »y:¬°§¤¯D¾¯¡A½Ð¸Ô¾\¤ºªþ»¡©ú¨Ã¨Ì«ü¥Ü¨Ï¥Î,,,,,§_,7.0,,§_,¬O,§_,³æ¤è,§_,°±¥Î,°±¥Î,¤£¥i¿i,§_,,1.00,1.00,1.00,1.00,999,999,7,1,1.00,1.00,0,0,,µL¹Ï¤ù,,0,,0,,S02AA03,B05CB04,,,,,,,,PK,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,SolidDrugForm,TOPPWD,,,,,,,,,PH047,202303141638,0,48.00
EBSS1,20190620,99999999,¥i¥Î,BSS sterile irrigation solusion 500mL/Bag,BSS sterile irrigation solusion 500mL/Bag,Balanced Salt Soln,IRR,,TOPH,OP-08-00,¥~¥Î,BAG,BSS,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤£¦LÃÄÅÒ,Á`¶q¶i¦ì,¾AÀ³¯g:²´·ú¡B¦Õ¦·¡B»ó©Î³ï³¡§@¦UºØ¤â³N,¹Lµ{¤¤Äé¬~¥Î·»²G,Indication:Irrigation solution during,eye¡A ear¡A nose or throat surgery,,,¨¤½¤¤ô¸~,Corneal edema,,¬Ò¥i¥Î,·Rº¸±d§¡¿ÅÆQ·»²G,BSS 500mL/Bag,,,,¬O,,,,,,¤£¥i¥Î©óª`®g©ÎÀR¯ß¿éª`,Not for injection or intravenous infusion,,¤@¯ë,¤@¯ë,,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,0,,0,,BAG,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,,Liquid,IRSOL,,,0,,0,mL,,,PH008,202111111224,0,540.00
EBSS2,19960101,99999999,¥i¥Î,BSS sterile irrigation solusion 500ml/Bottle,BSS sterile irrigation solusion 500ml/Bottle,Balanced Salt Soln,IRR,,TOPH,OP-08-00,¥~¥Î,BOT,BSS,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:²´·ú¡B¦Õ¦·¡B»ó©Î³ï³¡§@¦UºØ¤â³N,¹Lµ{¤¤Äé¬~¥Î·»²G,Indication:Irrigation solution during,eye¡A ear¡A nose or throat surgery,,,¨¤½¤¤ô¸~,Corneal edema,,¬Ò¥i¥Î,·Rº¸±d§¡¿ÅÆQ·»²G,BSS 500ml/Bottle,,,§_,¬O,,,,,,¤£¥i¥Î©óª`®g©ÎÀR¯ß¿éª`,Not for injection or intravenous infusion,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,°±¥Î,°±¥Î,¤£¥i¿i,§_,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,IRSOL,,,,,,,,,PH047,202303141638,0,540.00
EBSS5,20010713,99999999,°±¥Î,BSS plus 500mL,BSS plus 500mL,Balanced Salt Soln,IRR,,TOPH,OP-08-00,¥~¥Î,BOT,B.S.S,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤w°±¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:²´¬ì¤â³N®É¨R¬~¨Ï¥Î,,,,,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,,BSS plus 500mL,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,1.00,1.00,1,1,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,,¥Ó³ø¤£­p»ù,¥Ó³ø¤£­p»ù,,,B018948477,§_,Liquid,IRSOL,,,,,,,,,PH047,202303141638,0,1026.00
